#! FIELDS time lq.morethan nclust.morethan nclust20.morethan cluster_1 cluster_2 cluster_3 cluster_4
 0.000000 13.534945 308.850923 5.000000 16.000000 14.000000 12.000000 12.000000
 1.000000 319.844558 508.959570 142.000000 108.000000 99.000000 83.000000 76.000000
 2.000000 281.648722 525.942773 138.000000 115.000000 83.000000 68.000000 61.000000
 3.000000 318.874269 540.834180 142.613105 82.000000 64.000000 63.000000 58.000000
 4.000000 433.670785 471.823506 124.000000 113.000000 111.000000 106.000000 93.000000
 5.000000 438.894007 492.000000 124.650356 124.000000 100.000000 75.000000 73.000000
 6.000000 469.525816 505.204017 110.000000 116.000000 107.000000 104.000000 80.000000
 7.000000 553.171972 454.889339 115.999166 146.000000 135.000000 129.000000 117.000000
 8.000000 638.442898 483.707164 115.000000 165.000000 149.000000 145.000000 134.000000
 9.000000 653.048685 458.950620 102.000000 241.000000 164.000000 147.000000 145.000000
 10.000000 681.492973 447.001546 104.000000 181.000000 180.000000 164.000000 157.000000
 11.000000 787.178468 443.985573 103.000000 233.000000 220.000000 194.000000 154.000000
 12.000000 847.957363 423.000000 96.000000 236.000000 228.000000 207.000000 176.000000
 13.000000 937.860924 458.119790 92.000000 238.000000 237.000000 220.000000 201.000000
 14.000000 997.758014 412.367699 85.000000 285.000000 259.000000 252.000000 227.000000
 15.000000 1135.899526 425.000000 97.000000 284.000000 248.000000 228.000000 224.000000
 16.000000 1253.660102 373.939962 83.000000 319.000000 276.000000 263.000000 253.000000
 17.000000 1388.174788 399.834539 83.000000 333.000000 290.000000 250.000000 243.000000
 18.000000 1492.084863 340.888384 69.000000 364.000000 336.000000 321.000000 281.000000
 19.000000 1586.822348 337.000005 67.000000 420.000000 396.000000 301.000000 296.000000
 20.000000 1676.299483 344.872414 78.000000 420.000000 359.000000 343.000000 292.000000
 21.000000 1819.696860 323.999785 64.000000 422.000000 378.000000 369.000000 303.000000
 22.000000 1949.992871 312.819713 74.000000 443.000000 403.000000 346.000000 315.000000
 23.000000 2011.489292 328.089401 60.999985 441.000000 418.000000 407.000000 402.000000
 24.000000 2180.337820 296.848339 67.000000 438.000000 433.000000 427.000000 421.000000
 25.000000 2298.879469 276.914469 59.000000 462.000000 445.000000 416.000000 402.000000
 26.000000 2392.557034 289.361033 54.000000 538.000000 461.000000 429.000000 424.000000
 27.000000 2547.130577 265.987262 53.725621 498.000000 483.000000 480.000000 465.000000
 28.000000 2574.414557 269.996735 44.986726 516.000000 512.000000 505.000000 491.000000
 29.000000 2660.862475 261.969827 45.000000 530.000000 519.000000 499.000000 497.000000
 30.000000 2800.183987 240.998913 36.662787 979.000000 564.000000 512.000000 474.000000
 31.000000 2908.932385 242.044188 40.000000 559.000000 540.000000 534.000000 512.000000
 32.000000 2966.867308 249.000000 35.000000 974.000000 626.000000 553.000000 533.000000
 33.000000 3106.488624 217.855131 35.900754 983.000000 623.000000 556.000000 527.000000
 34.000000 3276.670082 201.826901 25.000000 1006.000000 655.000000 584.000000 545.000000
 35.000000 3353.373372 188.883606 34.000000 1034.000000 633.000000 621.000000 564.000000
 36.000000 3436.992399 206.827961 23.000000 1038.000000 647.000000 637.000000 584.000000
 37.000000 3572.217393 202.000000 33.000000 1100.000000 672.000000 647.000000 598.000000
 38.000000 3609.969151 181.000000 27.000000 1079.000000 692.000000 675.000000 624.000000
 39.000000 3653.496695 169.000000 20.000000 1050.000000 691.000000 682.000000 632.000000
 40.000000 3816.226613 167.286089 21.000000 1058.000000 715.000000 710.000000 659.000000
 41.000000 3933.282299 144.000000 18.000000 1113.000000 772.000000 730.000000 727.000000
 42.000000 4061.730902 137.994262 13.000000 1181.000000 768.000000 752.000000 750.000000
 43.000000 4080.147207 136.000000 16.000000 1161.000000 759.000000 753.000000 747.000000
 44.000000 4213.330503 134.971798 20.000000 1485.000000 1161.000000 791.000000 784.000000
 45.000000 4309.596569 138.058279 13.000000 1479.000000 1158.000000 794.000000 793.000000
 46.000000 4342.418260 126.000000 17.000000 1484.000000 1166.000000 815.000000 787.000000
 47.000000 4458.096442 125.714793 13.000000 1481.000000 1372.000000 1216.000000 796.000000
 48.000000 4533.177497 113.979129 13.000000 1442.000000 1231.000000 807.000000 806.000000
 49.000000 4620.412371 117.000000 13.000000 1471.000000 1244.000000 843.000000 843.000000
 50.000000 4692.051186 110.000000 15.000000 1505.000000 1267.000000 855.000000 829.000000
 51.000000 4827.976256 108.000000 11.000000 1521.000000 1461.000000 1291.000000 821.000000
 52.000000 4836.531751 96.977015 14.000000 1557.000000 1390.000000 1316.000000 841.000000
 53.000000 4995.719862 83.000000 15.000000 1575.000000 1410.000000 1327.000000 880.000000
 54.000000 5018.246466 98.000000 11.000000 1601.000000 1413.000000 1327.000000 896.000000
 55.000000 5042.093351 93.892406 10.000000 1584.000000 1417.000000 1342.000000 905.000000
 56.000000 5095.799405 76.000000 10.000000 1617.000000 1441.000000 1361.000000 887.000000
 57.000000 5108.741601 81.994926 8.000000 1604.000000 1458.000000 1355.000000 906.000000
 58.000000 5240.547356 74.000000 7.000000 1628.000000 1486.000000 1376.000000 935.000000
 59.000000 5250.340409 73.544802 9.000000 1648.000000 1485.000000 1385.000000 967.000000
 60.000000 5333.750347 60.983740 7.000000 1675.000000 1495.000000 1395.000000 923.000000
 61.000000 5341.507522 66.917506 8.000000 1693.000000 1481.000000 1410.000000 948.000000
 62.000000 5424.774153 57.000000 8.000000 1682.000000 1532.000000 1404.000000 954.000000
 63.000000 5439.393076 60.995458 7.000000 1689.000000 1550.000000 1394.000000 979.000000
 64.000000 5483.125075 60.000000 6.000000 2683.000000 1575.000000 1430.000000 781.000000
 65.000000 5611.598900 59.644192 6.000000 1741.000000 1579.000000 1431.000000 985.000000
 66.000000 5566.442609 63.000000 8.000000 1741.000000 1560.000000 1462.000000 965.000000
 67.000000 5538.656006 55.213798 6.000000 1745.000000 1544.000000 1438.000000 973.000000
 68.000000 5605.857591 48.000000 5.000000 2699.000000 1590.000000 1471.000000 814.000000
 69.000000 5698.017234 44.000000 5.000000 2674.000000 1587.000000 1461.000000 791.000000
 70.000000 5719.483385 61.000000 6.000000 2673.000000 1602.000000 1458.000000 809.000000
 71.000000 5812.200494 45.000000 5.000000 2645.000000 1621.000000 1509.000000 820.000000
 72.000000 5860.974237 45.000000 7.000000 2668.000000 1644.000000 1534.000000 850.000000
 73.000000 5806.477013 50.748175 5.000000 2683.000000 1657.000000 1506.000000 844.000000
 74.000000 5842.875274 49.000000 6.000000 3178.000000 2698.000000 832.000000 338.000000
 75.000000 5990.064706 51.994974 5.000000 3213.000000 2742.000000 858.000000 341.000000
 76.000000 6049.350897 39.000000 4.000000 3190.000000 2731.000000 875.000000 356.000000
 77.000000 6019.200520 36.000000 5.000000 3152.000000 2751.000000 878.000000 353.000000
 78.000000 6062.339218 39.000000 3.000000 3657.000000 3147.000000 356.000000 7.000000
 79.000000 6130.786184 42.000000 3.000000 3696.000000 3131.000000 357.000000 7.000000
 80.000000 6217.767145 43.000000 3.000000 3680.000000 3167.000000 372.000000 7.000000
 81.000000 6195.268503 34.635309 3.000000 3649.000000 3174.000000 358.000000 7.000000
 82.000000 6202.797445 42.000000 3.000000 3631.000000 3164.000000 365.000000 9.000000
 83.000000 6165.307754 40.000000 4.000000 3650.000000 3140.000000 355.000000 9.000000
 84.000000 6257.640873 39.000000 3.000000 3701.000000 3181.000000 369.000000 7.000000
 85.000000 6232.695853 40.000000 3.000000 3645.000000 3172.000000 387.000000 8.000000
 86.000000 6314.440891 28.000000 3.000000 3689.000000 3223.000000 378.000000 7.000000
 87.000000 6304.595751 28.000000 3.000000 3694.000000 3220.000000 384.000000 6.000000
 88.000000 6321.620948 35.000000 4.000000 3703.000000 3252.000000 379.000000 9.000000
 89.000000 6287.318077 26.999989 3.000000 3698.000000 3191.000000 362.000000 6.000000
 90.000000 6331.064724 35.000000 3.000000 3686.000000 3211.000000 360.000000 6.000000
 91.000000 6366.882243 25.000000 3.000000 3726.000000 3236.000000 367.000000 7.000000
 92.000000 6339.817388 29.000000 4.000000 3686.000000 3248.000000 378.000000 8.000000
 93.000000 6351.120912 35.000000 3.000000 3709.000000 3257.000000 370.000000 6.000000
 94.000000 6362.361777 26.000000 3.000000 3695.000000 3297.000000 365.000000 7.000000
 95.000000 6343.266062 29.000000 3.000000 3684.000000 3296.000000 372.000000 7.000000
 96.000000 6385.791902 28.000000 3.000000 3701.000000 3286.000000 369.000000 9.000000
 97.000000 6351.768211 29.810725 3.000000 3675.000000 3296.000000 355.000000 6.000000
 98.000000 6365.099881 36.991175 4.000000 3691.000000 3317.000000 366.000000 7.000000
 99.000000 6418.054552 30.000000 3.000000 3714.000000 3297.000000 378.000000 7.000000
 100.000000 6460.484925 37.000000 3.000000 3753.000000 3313.000000 386.000000 7.000000
 101.000000 6488.430148 30.999085 4.000000 3737.000000 3325.000000 376.000000 10.000000
 102.000000 6428.558300 36.000000 3.000000 3715.000000 3297.000000 363.000000 9.000000
 103.000000 6439.945422 34.000000 3.000000 3723.000000 3343.000000 362.000000 10.000000
 104.000000 6423.048047 27.123366 3.000000 3719.000000 3338.000000 369.000000 8.000000
 105.000000 6467.182801 23.992133 4.000000 3708.000000 3344.000000 372.000000 10.000000
 106.000000 6455.895416 23.000000 3.000000 3704.000000 3378.000000 355.000000 6.000000
 107.000000 6464.530634 24.000000 3.000000 3731.000000 3344.000000 390.000000 7.000000
 108.000000 6504.792852 23.000000 2.000000 3760.000000 3729.000000 6.000000 6.000000
 109.000000 6513.837188 30.000000 2.000000 3772.000000 3673.000000 8.000000 8.000000
 110.000000 6531.707542 29.000000 2.000000 3753.000000 3678.000000 6.000000 6.000000
 111.000000 6550.650705 29.000000 2.000000 3804.000000 3676.000000 7.000000 7.000000
 112.000000 6526.246461 25.096615 3.000000 3794.000000 3636.000000 7.000000 6.000000
 113.000000 6574.997100 20.000000 2.000000 3801.000000 3648.000000 6.000000 6.000000
 114.000000 6535.526249 29.000000 2.000000 3788.000000 3659.000000 9.000000 6.000000
 115.000000 6600.910942 28.000000 2.000000 3831.000000 3649.000000 6.000000 5.000000
 116.000000 6647.846886 23.000000 2.000000 3844.000000 3685.000000 7.000000 6.000000
 117.000000 6643.571149 33.000000 2.000000 3853.000000 3718.000000 7.000000 6.000000
 118.000000 6670.499254 19.000000 2.000000 3831.000000 3714.000000 6.000000 6.000000
 119.000000 6639.437605 20.646847 2.000000 3856.000000 3707.000000 7.000000 7.000000
 120.000000 6611.356274 21.000000 2.000000 3847.000000 3731.000000 7.000000 6.000000
 121.000000 6675.709450 26.407141 2.000000 3846.000000 3720.000000 8.000000 6.000000
 122.000000 6681.204896 27.000000 2.000000 3872.000000 3753.000000 7.000000 6.000000
 123.000000 6697.423381 23.247155 2.000000 3870.000000 3718.000000 8.000000 6.000000
 124.000000 6737.180395 20.000000 2.000000 3868.000000 3769.000000 7.000000 5.000000
 125.000000 6783.351963 24.000000 2.000000 3913.000000 3776.000000 6.000000 6.000000
 126.000000 6770.512666 21.000000 2.000000 3917.000000 3806.000000 6.000000 6.000000
 127.000000 6806.934594 24.000000 2.000000 3914.000000 3792.000000 7.000000 6.000000
 128.000000 6852.535841 13.000000 2.000000 3900.000000 3813.000000 7.000000 5.000000
 129.000000 6780.186281 19.000000 2.000000 3889.000000 3821.000000 6.000000 5.000000
 130.000000 6794.586271 25.647822 2.000000 3903.000000 3786.000000 5.000000 5.000000
 131.000000 6806.003472 21.000000 2.000000 3896.000000 3803.000000 6.000000 5.000000
 132.000000 6799.253818 14.000000 2.000000 3899.000000 3790.000000 5.000000 5.000000
 133.000000 6831.060093 19.000000 2.000000 3882.000000 3816.000000 7.000000 6.000000
